record_id,molecule_name,cas_rn,cas_status,pubchem_cid,molecular_formula,inchikey,canonical_smiles,partition,formula_group,component_scope,elemental_scope,mixture_flag,oxygenate_flag,aromaticity_class,structure_class,density_screening_flag_ge_0_90_g_cm3,X01,X02,X03,X04,X05,X06,X07,Y01,Y02,Y03,Y04,Y05,Y06,Y07,reference_map
HC-0219,"2,3-Dimethylnonane",2884-06-2,reported,520397,C11H24,IGJRNTLDWLTHCQ-UHFFFAOYSA-N,CCCCCCC(C)C(C)C,development,C11H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,156.313,2.18181818181818,0.0,0.0,2.0,1.09861228866811,6.69421487603306,44.0,33.012319999999995,0.75028,-89.42,174.85,47.72,0.9559,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0451；Y06→REF-0481；Y07→REF-0482
HC-0220,"2,5-Dimethyldecane",17312-50-4,reported,519394,C12H26,DQHKBYZSYRJBMD-UHFFFAOYSA-N,CCCCCC(C)CCC(C)C,development,C12H26,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,170.34,2.16666666666667,0.0,0.0,2.0,1.09861228866811,7.63888888888889,43.953,33.28253019,0.75723,-61.85,200.13,64.99,1.2053,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0452；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0221,"2,5-Dimethyloctane",15869-89-3,reported,139988,C10H22,HOAAQUNESXYFDT-UHFFFAOYSA-N,CCCC(C)CCC(C)C,development,C10H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,142.286,2.2,0.0,0.0,2.0,1.09861228866811,5.76,44.057,32.695580840000005,0.74212,-100.69,156.85,35.43,0.8148,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0453；Y06→REF-0481；Y07→REF-0482
HC-0222,"2,5-Dimethylundecane",17301-22-3,reported,28452,C13H28,HGYKYVHHAJFANS-UHFFFAOYSA-N,CCCCCCC(C)CCC(C)C,development,C13H28,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,184.367,2.15384615384615,0.0,0.0,2.0,1.09861228866811,8.59171597633136,43.912,33.51495576,0.76323,-66.88,215.0,75.15,1.3874,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0454；Y06→REF-0481；Y07→REF-0482
HC-0223,2-Methyloctadecane,1560-88-9,reported,15264,C19H40,KVQVGSDBGJXNGV-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCC(C)C,development,C19H40,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,268.529,2.10526315789474,0.0,0.0,1.0,1.09861228866811,16.0555555555556,43.759,34.437020229999995,0.78697,11.25,360.73,174.68,6.7303,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0455；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0224,2-Methyltetradecane,1560-95-8,reported,15268,C15H32,KUVMKLCGXIYSNH-UHFFFAOYSA-N,CCCCCCCCCCCCC(C)C,development,C15H32,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,212.421,2.13333333333333,0.0,0.0,1.0,1.09861228866811,12.0714285714286,43.848,33.897134879999996,0.77306,-8.85,269.21,112.17,2.387,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0456；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0225,"3,5-Dimethylheptane",926-82-9,reported,13558,C9H20,DZJTZGHZAWTWGA-UHFFFAOYSA-N,CCC(C)CC(C)CC,development,C9H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,128.259,2.22222222222222,0.0,0.0,2.0,1.09861228866811,4.83950617283951,44.126,32.048713799999994,0.7263,-111.96,131.49,18.11,0.6555,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0053；Y03→REF-0053；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0226,"3,6-Dimethyloctane",15869-94-0,reported,85927,C10H22,JEEQUUSFXYRPRK-UHFFFAOYSA-N,CCC(C)CCC(C)CC,development,C10H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,142.286,2.2,0.0,0.0,2.0,1.09861228866811,5.76,44.057,32.5537173,0.7389,-100.69,154.37,33.73,0.7974,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0053；Y03→REF-0053；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0227,3-Methylundecane,1002-43-3,reported,13845,C12H26,HTZWVZNRDDOFEI-UHFFFAOYSA-N,CCCCCCCCC(C)CC,development,C12H26,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,170.34,2.16666666666667,0.0,0.0,1.0,0.693147180559945,9.09090909090909,43.953,33.0218889,0.7513,-63.15,200.57,65.29,1.2102,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0053；Y03→REF-0053；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0228,4-Methyloctane,2216-34-4,reported,16665,C9H20,DOGIHOCMZJUJNR-UHFFFAOYSA-N,CCCCC(C)CCC,development,C9H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,128.259,2.22222222222222,0.0,0.0,1.0,0.693147180559945,6.125,44.126,31.7574822,0.7197,-96.96,131.93,18.41,0.6518,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0053；Y03→REF-0053；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0479
HC-0229,5-Ethyl-3-methylnonane,62184-42-3,reported,22051808,C12H26,GDUZVOIDJDZQBC-UHFFFAOYSA-N,CCCCC(CC)CC(C)CC,development,C12H26,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,170.34,2.16666666666667,0.0,0.0,2.0,0.693147180559945,7.63888888888889,43.953,33.28253019,0.75723,-78.15,195.1,61.55,1.1501,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0230,5-Methylundecane,1632-70-8,reported,94213,C12H26,QULNVKABFWNUCW-UHFFFAOYSA-N,CCCCCCC(C)CCCC,development,C12H26,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,170.34,2.16666666666667,0.0,0.0,1.0,0.693147180559945,9.09090909090909,43.953,33.28253019,0.75723,-67.75,200.57,65.29,1.2102,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0457；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0231,6-Methyldodecane,6044-71-9,reported,521926,C13H28,GQIFTXJDMHDJFL-UHFFFAOYSA-N,CCCCCCC(C)CCCCC,development,C13H28,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,184.367,2.15384615384615,0.0,0.0,1.0,0.693147180559945,10.0833333333333,43.912,33.241384,0.757,-51.88,223.45,80.92,1.5052,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0232,7-Methylhexadecane,26730-20-1,reported,292733,C17H36,HZRSSYSIMDTFLT-UHFFFAOYSA-N,CCCCCCCCCC(C)CCCCCC,development,C17H36,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,240.475,2.11764705882353,0.0,0.0,1.0,0.693147180559945,14.0625,43.798,34.1930986,0.7807,-6.8,314.97,143.42,3.9266,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0053；Y03→REF-0053；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0233,9-Methylheptadecane,18869-72-2,reported,519606,C18H38,LUUWKCSVACCBSJ-UHFFFAOYSA-N,CCCCCCCCC(C)CCCCCCCC,development,C18H38,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,254.502,2.11111111111111,0.0,0.0,1.0,1.09861228866811,15.0588235294118,43.778,34.32282756,0.78402,-8.15,337.85,159.05,5.1128,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0458；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0234,"1,1-Diethylcyclohexane",78-01-3,reported,12644944,C10H20,GCYUJISWSVALJD-UHFFFAOYSA-N,CCC1(CC)CCCCC1,development,C10H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,140.27,2.0,0.0,1.0,1.0,1.6094379124341,3.40828402366864,43.423,33.442657679999996,0.77016,-39.41,173.85,47.04,0.9473,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0459；Y06→REF-0481；Y07→REF-0482
HC-0235,"1,3,5-Triisopropylcyclohexane",34387-60-5,reported,4583934,C15H30,NPNNVCRGZWDXKY-UHFFFAOYSA-N,CC(C)C1CC(C(C)C)CC(C(C)C)C1,development,C15H30,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,210.405,2.0,0.0,1.0,6.0,3.89182029811063,5.36507936507936,43.423,35.906044470000005,0.82689,-60.44,278.54,118.54,2.6338,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0460；Y03→REF-0460；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0236,"1,3,5-Trimethylcyclohexane",1839-63-0,reported,35364,C9H18,ODNRTOSCFYDTKF-UHFFFAOYSA-N,CC1CC(C)CC(C)C1,development,C9H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,126.243,2.0,0.0,1.0,3.0,1.94591014905531,2.72222222222222,43.423,33.11915633,0.76271,-83.06,137.85,22.45,0.6917,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0461；Y06→REF-0481；Y07→REF-0482
HC-0237,"1,4-Diisopropylcyclohexane",22907-72-8,reported,140972,C12H24,GMUJGUXGVJZHSK-UHFFFAOYSA-N,CC(C)C1CCC(C(C)C)CC1,development,C12H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,168.324,2.0,0.0,1.0,4.0,2.83321334405622,4.296875,43.423,33.940719490000006,0.78163,-52.85,215.01,75.15,1.3875,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0462；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0238,1-Methyl-3-propylcyclohexane,4291-80-9,reported,138178,C10H20,HFHJBWYDQAWSIA-UHFFFAOYSA-N,CCCC1CCCC(C)C1,development,C10H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,140.27,2.0,0.0,1.0,2.0,0.693147180559945,4.0,43.423,33.442657679999996,0.77016,-67.55,172.55,46.15,0.9363,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0463；Y06→REF-0481；Y07→REF-0482
HC-0239,Cyclododecene (stereochemistry unspecified),1501-82-2,reported,15164,C12H22,HYPABJGVBDSCIT-UHFFFAOYSA-N,C1=CCCCCCCCCCC1,development,C12H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,166.308,1.83333333333333,0.0,1.0,0.0,1.09861228866811,7.39240924169034,42.881,34.6607123,0.8083,-56.89,238.55,91.23,1.7459,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0464；Y06→REF-0481；Y07→REF-0482
HC-0240,3-Ethyltoluene,620-14-4,reported,12100,C9H12,ZLCSFXXPPANWQY-UHFFFAOYSA-N,CCc1cccc(C)c1,development,C9H12,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,120.195,1.33333333333333,0.666666666666667,1.0,2.0,0.693147180559945,2.67433726126968,41.173,35.591588120000004,0.86444,-43.02,164.03,40.33,0.787,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0191；Y03→REF-0191；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0479
HC-0241,Cyclopentylbenzene,700-88-9,reported,136538,C11H14,VDIHFNQRHGYISG-UHFFFAOYSA-N,c1ccc(C2CCCC2)cc1,development,C11H14,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,polycyclic aromatic,True,146.233,1.27272727272727,0.545454545454545,2.0,2.0,1.6094379124341,3.08088411757375,40.957,37.353603140000004,0.91202,-22.1,217.75,77.02,1.4245,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0465；Y06→REF-0481；Y07→REF-0482
HC-0242,Heptylbenzene,1078-71-3,reported,14115,C13H20,LBNXAWYDQUGHGX-UHFFFAOYSA-N,CCCCCCCc1ccccc1,development,C13H20,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,176.303,1.53846153846154,0.461538461538462,1.0,1.0,1.09861228866811,6.70550882196095,41.889,36.351274200000006,0.8678,-10.46,236.85,90.07,1.7167,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0466；Y06→REF-0481；Y07→REF-0482
HC-0243,Isobutylbenzene,,not available or not unambiguously resolved,10870,C10H14,KXUHSQYYJYAXGZ-UHFFFAOYSA-N,CC(C)Cc1ccccc1,development,C10H14,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,134.222,1.4,0.6,1.0,2.0,1.6094379124341,3.40377229355524,41.408,34.9649152,0.8444,-59.27,181.49,52.26,0.9882,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0467；Y03→REF-0467；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0479
HC-0244,n-Nonylbenzene,1081-77-2,reported,14126,C15H24,LIXVMPBOGDCSRM-UHFFFAOYSA-N,CCCCCCCCCc1ccccc1,development,C15H24,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,204.357,1.6,0.4,1.0,1.0,1.09861228866811,8.52205950051889,42.1,36.396713000000005,0.86453,12.08,278.85,118.75,2.6424,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0468；Y06→REF-0481；Y07→REF-0482
HC-0245,butan-2-ylcyclohexane,26967-64-6,reported,23468,C10H20,QTYARKOMFKRPSY-UHFFFAOYSA-N,CCC(C)C1CCCCC1,development,C10H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,140.27,2.0,0.0,1.0,2.0,1.09861228866811,4.0,43.4233977329436,33.44314500631415,0.770164168451106,-78.31,174.36,47.38788,0.951660691489206,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0246,1-Ethyladamantane,770-69-4,reported,522637,C12H20,LXTHCCWEYOKFSR-UHFFFAOYSA-N,CCC12CC3CC(CC(C3)C1)C2,development,C12H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,polycyclic alicyclic,True,164.292,1.66666666666667,0.0,4.0,4.0,1.94591014905531,2.27272727272727,42.326,39.66411786,0.93711,21.81,221.07,79.29,1.4708,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0469；Y03→REF-0469；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0247,ethylcyclooctane,,not available or not unambiguously resolved,,C10H20,FBGUQAGGWLRXTP-UHFFFAOYSA-N,CCC1CCCCCCC1,development,C10H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,140.27,2.0,0.0,1.0,1.0,1.09861228866811,4.7603305785124,43.4233977329436,33.44314500631415,0.770164168451106,-70.35,183.34,53.52122,1.03220566788652,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0248,Dicyclopropylmethylcyclopropane,,not available or not unambiguously resolved,54279282,C10H16,FTOQDVQNXMABKE-UHFFFAOYSA-N,C1CC1C(C1CC1)C1CC1,development,C10H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,polycyclic alicyclic,False,136.238,1.6,0.0,3.0,4.0,3.89182029811063,1.77777777777778,42.1,35.785000000000004,0.85,-31.87,175.03,47.85,0.9574,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0471；Y03→REF-0471；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0249,exo-Tetrahydrodicyclopentadiene,2825-82-3,reported,11159354,C10H16,LPSXSORODABQKT-FIRGSJFUSA-N,C1CC2C3CCC(C3)C2C1,development,C10H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,polycyclic alicyclic,True,136.238,1.6,0.0,3.0,4.0,1.09861228866811,1.77777777777778,42.1,39.38876,0.9356,-24.63,175.07,47.87,0.9578,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0472；Y03→REF-0472；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0250,Perhydrofluorene,5744-03-6,reported,21972,C13H22,OLWAZOBRCQWWDB-UHFFFAOYSA-N,C1CCC2C(C1)CC1CCCCC12,development,C13H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,polycyclic alicyclic,False,178.319,1.69230769230769,0.0,3.0,4.0,1.09861228866811,3.29251700680272,42.412,35.546345439999996,0.83812,-1.38,253.05,101.13,2.0202,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0473；Y06→REF-0481；Y07→REF-0482
HC-0251,pentan-2-ylcyclohexane,,not available or not unambiguously resolved,,C11H22,ZYJFJURMFHCWOB-UHFFFAOYSA-N,CCCC(C)C1CCCCC1,development,C11H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,154.297,2.0,0.0,1.0,2.0,1.09861228866811,4.79289940828402,43.4233977329436,33.712891214652295,0.776376169870182,-67.04,197.24,63.01492,1.17318089417183,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0252,"Tricyclo(2.2.1.02,6)heptane",279-19-6,reported,78962,C7H10,BYBGSCXPMGPLFP-UHFFFAOYSA-N,C1C2CC3C1C3C2,development,C7H10,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,polycyclic alicyclic,False,94.157,1.42857142857143,0.0,4.0,4.0,1.94591014905531,0.666666666666667,42.559,35.430793089999995,0.83251,-47.88,93.62,-7.76,0.4808,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0475；Y02→REF-0475/REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0253,"Tricyclo(4.1.0.02,4)-heptane",187-26-8,reported,9102,C7H10,XIIJQOYMVIJNEP-UHFFFAOYSA-N,C1C2CC2C2CC12,development,C7H10,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,polycyclic alicyclic,False,94.157,1.42857142857143,0.0,3.0,4.0,1.09861228866811,0.666666666666667,43.295,36.04352045,0.83251,-47.88,93.62,-7.76,0.4808,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0476；Y02→REF-0476/REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0254,propylcycloheptane,,not available or not unambiguously resolved,,C10H20,CJZNZUMUPIJOMM-UHFFFAOYSA-N,CCCC1CCCCCC1,development,C10H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,140.27,2.0,0.0,1.0,1.0,1.09861228866811,4.7603305785124,43.4233977329436,33.44314500631415,0.770164168451106,-66.83,179.07,50.60481,0.992949857763057,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0255,"2,2,3,5,5,6,6-Heptamethyl-hept-3-ene",,not available or not unambiguously resolved,300519,C14H28,RVZGQICOUDJTHV-UHFFFAOYSA-N,CC(=CC(C)(C)C(C)(C)C)C(C)(C)C,development,C14H28,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkene,False,196.378,2.0,0.0,0.0,4.0,4.29045944114839,3.71523716346654,43.423,34.30547269,0.79003,-37.39,241.12,92.98,1.7912,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0256,1-Decyne,,not available or not unambiguously resolved,12997,C10H18,ILLHQJIJCRNRCJ-UHFFFAOYSA-N,C#CCCCCCCCC,development,C10H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkyne,False,138.254,1.8,0.0,0.0,0.0,0.693147180559945,8.56,42.771,34.27368543,0.80133,-23.72,145.37,27.59,0.7376,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0257,1-Heptyne,,not available or not unambiguously resolved,12350,C7H12,YVXHZKKCZYLQOP-UHFFFAOYSA-N,C#CCCCCC,development,C7H12,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkyne,False,96.173,1.71428571428571,0.0,0.0,0.0,0.693147180559945,5.56,42.486,33.300951659999996,0.78381,-57.53,76.73,-19.29,0.421,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0258,1-Hexyne,,not available or not unambiguously resolved,12732,C6H10,CGHIBGNXEGJPQZ-UHFFFAOYSA-N,C#CCCCC,development,C6H10,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,acyclic alkyne,False,82.146,1.66666666666667,0.0,0.0,0.0,0.693147180559945,4.56,42.326,32.7730218,0.7743,-68.8,53.85,-34.92,0.3534,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
